FULL_CODE,PAR_CODE,PAR_NAME,DUN_CODE,DUN_NAME,DM_CODE,DM_NAME,POPULATION
192/01/01,192,MAS GADING,01,Opar,01,Sebiris,348
192/01/02,192,MAS GADING,01,Opar,02,Jangkar,642
192/01/03,192,MAS GADING,01,Opar,03,Sebandi,287
192/01/04,192,MAS GADING,01,Opar,04,Temaga,486
192/01/05,192,MAS GADING,01,Opar,05,Stungkor,397
192/01/06,192,MAS GADING,01,Opar,06,Opar,920
192/01/07,192,MAS GADING,01,Opar,07,Serayan,605
192/01/08,192,MAS GADING,01,Opar,08,Rukam,402
192/01/09,192,MAS GADING,01,Opar,09,Sembawang,450
192/01/10,192,MAS GADING,01,Opar,10,Kandaie,261
192/01/11,192,MAS GADING,01,Opar,11,Pasir Tengah,183
192/01/12,192,MAS GADING,01,Opar,12,Sedaing,72
192/01/13,192,MAS GADING,01,Opar,13,Biawak,287
192/01/14,192,MAS GADING,01,Opar,14,Senibong,431
192/01/15,192,MAS GADING,01,Opar,15,Sebako,457
192/01/16,192,MAS GADING,01,Opar,16,Raso,121
192/01/17,192,MAS GADING,01,Opar,17,Raso II,213
192/01/18,192,MAS GADING,01,Opar,18,Bokah,354
192/01/19,192,MAS GADING,01,Opar,19,Stom Muda,227
192/01/20,192,MAS GADING,01,Opar,20,Selampit,0688
192/01/21,192,MAS GADING,01,Opar,21,Jugan,592
192/01/22,192,MAS GADING,01,Opar,22,Stenggang,1108
192/02/01,192,MAS GADING,02,Tasik Biru,01,Sajong,942
192/02/02,192,MAS GADING,02,Tasik Biru,02,Apar,882
192/02/03,192,MAS GADING,02,Tasik Biru,03,Buso,745
192/02/04,192,MAS GADING,02,Tasik Biru,04,Tondong,571
192/02/05,192,MAS GADING,02,Tasik Biru,05,Grogo,449
192/02/06,192,MAS GADING,02,Tasik Biru,06,Bau,2689
192/02/07,192,MAS GADING,02,Tasik Biru,07,Skiat,937
192/02/08,192,MAS GADING,02,Tasik Biru,08,Jagoi,608
192/02/09,192,MAS GADING,02,Tasik Biru,09,Daun,738
192/02/10,192,MAS GADING,02,Tasik Biru,10,Tanjong Poting,703
192/02/11,192,MAS GADING,02,Tasik Biru,11,Atas,518
192/02/12,192,MAS GADING,02,Tasik Biru,12,Barieng,206
192/02/13,192,MAS GADING,02,Tasik Biru,13,Sudoh,461
192/02/14,192,MAS GADING,02,Tasik Biru,14,Segong,677
192/02/15,192,MAS GADING,02,Tasik Biru,15,Musi,233
192/02/16,192,MAS GADING,02,Tasik Biru,16,Suba Buan,0352
192/02/17,192,MAS GADING,02,Tasik Biru,17,Suba Bau,431
192/02/18,192,MAS GADING,02,Tasik Biru,18,Sibuloh,631
192/02/19,192,MAS GADING,02,Tasik Biru,19,Sebuku,407
192/02/20,192,MAS GADING,02,Tasik Biru,20,Tai Ton,527
192/02/21,192,MAS GADING,02,Tasik Biru,21,Stass,699
192/02/22,192,MAS GADING,02,Tasik Biru,22,Skibang,416
192/02/23,192,MAS GADING,02,Tasik Biru,23,Sibobog,283
192/02/24,192,MAS GADING,02,Tasik Biru,24,Serasot,675
192/02/25,192,MAS GADING,02,Tasik Biru,25,Serikin,406
192/02/26,192,MAS GADING,02,Tasik Biru,26,Bogag,0454
193/03/01,193,SANTUBONG,03,Tanjong Batu,01,Telok Melano,155
193/03/02,193,SANTUBONG,03,Tanjong Batu,02,Pueh,0565
193/03/03,193,SANTUBONG,03,Tanjong Batu,03,Sebat,497
193/03/04,193,SANTUBONG,03,Tanjong Batu,04,Sematan,1068
193/03/05,193,SANTUBONG,03,Tanjong Batu,05,Seling,975
193/03/06,193,SANTUBONG,03,Tanjong Batu,06,Stunggang,1082
193/03/07,193,SANTUBONG,03,Tanjong Batu,07,Lundu,1909
193/03/08,193,SANTUBONG,03,Tanjong Batu,08,Perigi,175
193/03/09,193,SANTUBONG,03,Tanjong Batu,09,Sekambal,500
193/03/10,193,SANTUBONG,03,Tanjong Batu,10,Bajo,0343
193/03/11,193,SANTUBONG,03,Tanjong Batu,11,Kg  Sebemban,0362
193/03/12,193,SANTUBONG,03,Tanjong Batu,12,Temelan,360
193/03/13,193,SANTUBONG,03,Tanjong Batu,13,Sampadi,634
193/03/14,193,SANTUBONG,03,Tanjong Batu,14,Stoh,263
193/03/15,193,SANTUBONG,03,Tanjong Batu,15,Rambungan,413
193/04/01,193,SANTUBONG,04,Pantai Damai,01,Telaga Air,1237
193/04/02,193,SANTUBONG,04,Pantai Damai,02,Salak,329
193/04/03,193,SANTUBONG,04,Pantai Damai,03,Temenggong,345
193/04/04,193,SANTUBONG,04,Pantai Damai,04,Jaya Bakti,0191
193/04/05,193,SANTUBONG,04,Pantai Damai,05,Santubong,922
193/04/06,193,SANTUBONG,04,Pantai Damai,06,Buntal,1624
193/04/07,193,SANTUBONG,04,Pantai Damai,07,Rampangi,2474
193/04/08,193,SANTUBONG,04,Pantai Damai,08,Sejinjang,662
193/04/09,193,SANTUBONG,04,Pantai Damai,09,Astana,3202
193/04/10,193,SANTUBONG,04,Pantai Damai,10,Demak Baru,481
193/04/11,193,SANTUBONG,04,Pantai Damai,11,Semarang,2031
193/04/12,193,SANTUBONG,04,Pantai Damai,12,Bintawa,2662
193/05/01,193,SANTUBONG,05,Demak Laut,01,Tanjong Embang,833
193/05/02,193,SANTUBONG,05,Demak Laut,02,Muara Tebas,973
193/05/03,193,SANTUBONG,05,Demak Laut,03,Geobilt,539
193/05/04,193,SANTUBONG,05,Demak Laut,04,Bako,1999
193/05/05,193,SANTUBONG,05,Demak Laut,05,Sejingkat,1147
193/05/06,193,SANTUBONG,05,Demak Laut,06,Senari,469
193/05/07,193,SANTUBONG,05,Demak Laut,07,Tanjong Bako,450
193/05/08,193,SANTUBONG,05,Demak Laut,08,Pinggan Jaya,563
193/05/09,193,SANTUBONG,05,Demak Laut,09,Tabuan Melayu,3627
193/05/10,193,SANTUBONG,05,Demak Laut,10,Muara Tabuan,0381
193/05/11,193,SANTUBONG,05,Demak Laut,11,Tabuan Hulu,1384
194/06/01,194,PETRA JAYA,06,Tupong,01,Tupong,1896
194/06/02,194,PETRA JAYA,06,Tupong,02,Gita,04058
194/06/03,194,PETRA JAYA,06,Tupong,03,Sungai Tengah,4170
194/06/04,194,PETRA JAYA,06,Tupong,04,Rahmat,1140
194/06/05,194,PETRA JAYA,06,Tupong,05,Sinjan,1192
194/06/06,194,PETRA JAYA,06,Tupong,06,Sejoli,1385
194/06/07,194,PETRA JAYA,06,Tupong,07,Paroh,499
194/06/08,194,PETRA JAYA,06,Tupong,08,Matang,5396
194/06/09,194,PETRA JAYA,06,Tupong,09,Sri Wangi,977
194/07/01,194,PETRA JAYA,07,Samariang,01,Samariang,2622
194/07/02,194,PETRA JAYA,07,Samariang,02,Lintang,1755
194/07/03,194,PETRA JAYA,07,Samariang,03,Kandis,2840
194/07/04,194,PETRA JAYA,07,Samariang,04,Semerah Padi,2730
194/07/05,194,PETRA JAYA,07,Samariang,05,Sukma,2819
194/07/06,194,PETRA JAYA,07,Samariang,06,Kampong  Tunku,2344
194/07/07,194,PETRA JAYA,07,Samariang,07,Bedil,1156
194/07/08,194,PETRA JAYA,07,Samariang,08,Astana Lot,1428
194/08/01,194,PETRA JAYA,08,Satok,01,Segedup,1258
194/08/02,194,PETRA JAYA,08,Satok,02,Patingan,635
194/08/03,194,PETRA JAYA,08,Satok,03,Satok,2522
194/08/04,194,PETRA JAYA,08,Satok,04,Masjid,1065
194/08/05,194,PETRA JAYA,08,Satok,05,Maderasah,102
194/08/06,194,PETRA JAYA,08,Satok,06,Reservoir,1207
194/08/07,194,PETRA JAYA,08,Satok,07,Nanas,4049
194/08/08,194,PETRA JAYA,08,Satok,08,Patinggi Ali,2742
195/09/01,195,BANDAR KUCHING,09,Padungan,01,Market,2525
195/09/02,195,BANDAR KUCHING,09,Padungan,02,Bazaar,02485
195/09/03,195,BANDAR KUCHING,09,Padungan,03,Padungan,1851
195/09/04,195,BANDAR KUCHING,09,Padungan,04,Abell,2464
195/09/05,195,BANDAR KUCHING,09,Padungan,05,Deshon,3255
195/09/06,195,BANDAR KUCHING,09,Padungan,06,Sekama,1125
195/09/07,195,BANDAR KUCHING,09,Padungan,07,Bukit Tuan,1839
195/09/08,195,BANDAR KUCHING,09,Padungan,08,Kinyang,658
195/09/09,195,BANDAR KUCHING,09,Padungan,09,Ellis,1288
195/09/10,195,BANDAR KUCHING,09,Padungan,10,Ban Hock,1928
195/09/11,195,BANDAR KUCHING,09,Padungan,11,Lumba Kuda,881
195/09/12,195,BANDAR KUCHING,09,Padungan,12,Central,939
195/09/13,195,BANDAR KUCHING,09,Padungan,13,Petanak,1635
195/10/01,195,BANDAR KUCHING,10,Pending,01,Pending,9834
195/10/02,195,BANDAR KUCHING,10,Pending,02,Foochow,8790
195/10/03,195,BANDAR KUCHING,10,Pending,03,Kenyalang,5699
195/10/04,195,BANDAR KUCHING,10,Pending,04,Supreme,1571
195/10/05,195,BANDAR KUCHING,10,Pending,05,Chong Kiun Kong,2434
195/10/06,195,BANDAR KUCHING,10,Pending,06,Chawan,1691
195/10/07,195,BANDAR KUCHING,10,Pending,07,Simpang Tiga,0862
195/11/01,195,BANDAR KUCHING,11,Batu Lintang,01,Pisang,1093
195/11/02,195,BANDAR KUCHING,11,Batu Lintang,02,Batu Lintang,5645
195/11/03,195,BANDAR KUCHING,11,Batu Lintang,03,Star Garden,2100
195/11/04,195,BANDAR KUCHING,11,Batu Lintang,04,Poh Kwong Park,3200
195/11/05,195,BANDAR KUCHING,11,Batu Lintang,05,Sky Garden,1297
195/11/06,195,BANDAR KUCHING,11,Batu Lintang,06,Bukit Kenny,658
195/11/07,195,BANDAR KUCHING,11,Batu Lintang,07,Tabuan Dayak,1319
195/11/08,195,BANDAR KUCHING,11,Batu Lintang,08,Tabuan Jaya,6651
195/11/09,195,BANDAR KUCHING,11,Batu Lintang,09,Tabuan Laru,2677
196/12/01,196,STAMPIN,12,Kota Sentosa,01,Stampin,3460
196/12/02,196,STAMPIN,12,Kota Sentosa,02,Seledah,02672
196/12/03,196,STAMPIN,12,Kota Sentosa,03,Satria Jaya,3950
196/12/04,196,STAMPIN,12,Kota Sentosa,04,Batu Tujoh,8274
196/12/05,196,STAMPIN,12,Kota Sentosa,05,Hui Sing,2891
196/13/01,196,STAMPIN,13,Batu Kitang,01,Arang,2979
196/13/02,196,STAMPIN,13,Batu Kitang,02,Pasar Maong,3048
196/13/03,196,STAMPIN,13,Batu Kitang,03,Batu Empat,3963
196/13/04,196,STAMPIN,13,Batu Kitang,04,Haji Baki,3027
196/13/05,196,STAMPIN,13,Batu Kitang,05,Kitang,7090
196/14/01,196,STAMPIN,14,Batu Kawah,01,Maong,1577
196/14/02,196,STAMPIN,14,Batu Kawah,02,Nanas-Pisang,2021
196/14/03,196,STAMPIN,14,Batu Kawah,03,RPR Batu Kawah,204
196/14/04,196,STAMPIN,14,Batu Kawah,04,Kawah,1702
196/14/05,196,STAMPIN,14,Batu Kawah,05,Stapok,11265
196/14/06,196,STAMPIN,14,Batu Kawah,06,Sin San Tu,1743
196/14/07,196,STAMPIN,14,Batu Kawah,07,Kim Chu Shin,1131
197/15/01,197,KOTA SAMARAHAN,15,Asajaya,01,Beliong,455
197/15/02,197,KOTA SAMARAHAN,15,Asajaya,02,Tanjung Apong,0547
197/15/03,197,KOTA SAMARAHAN,15,Asajaya,03,Tambirat,1516
197/15/04,197,KOTA SAMARAHAN,15,Asajaya,04,Tambey,404
197/15/05,197,KOTA SAMARAHAN,15,Asajaya,05,Sui,86
197/15/06,197,KOTA SAMARAHAN,15,Asajaya,06,Sambir,830
197/15/07,197,KOTA SAMARAHAN,15,Asajaya,07,Sebandi Matang,504
197/15/08,197,KOTA SAMARAHAN,15,Asajaya,08,Sebandi Ulu,500
197/15/09,197,KOTA SAMARAHAN,15,Asajaya,09,Subi,111
197/15/10,197,KOTA SAMARAHAN,15,Asajaya,10,Moyan,1134
197/15/11,197,KOTA SAMARAHAN,15,Asajaya,11,Reba,466
197/15/12,197,KOTA SAMARAHAN,15,Asajaya,12,Moyan Ulu,167
197/15/13,197,KOTA SAMARAHAN,15,Asajaya,13,Moyan Ledang,208
197/15/14,197,KOTA SAMARAHAN,15,Asajaya,14,Serpan,745
197/15/15,197,KOTA SAMARAHAN,15,Asajaya,15,Serpan Ulu,171
197/15/16,197,KOTA SAMARAHAN,15,Asajaya,16,Asajaya,1339
197/15/17,197,KOTA SAMARAHAN,15,Asajaya,17,Asajaya Laut,760
197/15/18,197,KOTA SAMARAHAN,15,Asajaya,18,Tebun,245
197/15/19,197,KOTA SAMARAHAN,15,Asajaya,19,Sampun,518
197/16/01,197,KOTA SAMARAHAN,16,Muara Tuang,01,Empila,3751
197/16/02,197,KOTA SAMARAHAN,16,Muara Tuang,02,Tanju,121
197/16/03,197,KOTA SAMARAHAN,16,Muara Tuang,03,Batu Blat,1496
197/16/04,197,KOTA SAMARAHAN,16,Muara Tuang,04,Tuang,5225
197/16/05,197,KOTA SAMARAHAN,16,Muara Tuang,05,Semaran,1422
197/16/06,197,KOTA SAMARAHAN,16,Muara Tuang,06,Ladang Samarahan,2171
197/16/07,197,KOTA SAMARAHAN,16,Muara Tuang,07,Melaban,1376
197/17/01,197,KOTA SAMARAHAN,17,Stakan,01,Merdang,1688
197/17/02,197,KOTA SAMARAHAN,17,Stakan,02,Quop,1114
197/17/03,197,KOTA SAMARAHAN,17,Stakan,03,Sidanu,2512
197/17/04,197,KOTA SAMARAHAN,17,Stakan,04,Pengkalan Kuap,747
197/17/05,197,KOTA SAMARAHAN,17,Stakan,05,Stakan,6700
198/18/01,198,PUNCAK BORNEO,18,Serembu,01,Siniawan,1084
198/18/02,198,PUNCAK BORNEO,18,Serembu,02,Kranji,0359
198/18/03,198,PUNCAK BORNEO,18,Serembu,03,Kopit,628
198/18/04,198,PUNCAK BORNEO,18,Serembu,04,Krokong,782
198/18/05,198,PUNCAK BORNEO,18,Serembu,05,Podam,442
198/18/06,198,PUNCAK BORNEO,18,Serembu,06,Peninjau Baru,451
198/18/07,198,PUNCAK BORNEO,18,Serembu,07,Merembeh,255
198/18/08,198,PUNCAK BORNEO,18,Serembu,08,Kandis,395
198/18/09,198,PUNCAK BORNEO,18,Serembu,09,Sungai Pinang,0391
198/18/10,198,PUNCAK BORNEO,18,Serembu,10,Paku,404
198/18/11,198,PUNCAK BORNEO,18,Serembu,11,Tanjung Durian,464
198/18/12,198,PUNCAK BORNEO,18,Serembu,12,Lidah Tanah,712
198/18/13,198,PUNCAK BORNEO,18,Serembu,13,Seropak,237
198/18/14,198,PUNCAK BORNEO,18,Serembu,14,Seromah,389
198/18/15,198,PUNCAK BORNEO,18,Serembu,15,Segubang,260
198/18/16,198,PUNCAK BORNEO,18,Serembu,16,Sogo,557
198/18/17,198,PUNCAK BORNEO,18,Serembu,17,Rabak Rotan,206
198/18/18,198,PUNCAK BORNEO,18,Serembu,18,Pangkalan Tebang,191
198/18/19,198,PUNCAK BORNEO,18,Serembu,19,Monggak,413
198/18/20,198,PUNCAK BORNEO,18,Serembu,20,Blimbin,323
198/18/21,198,PUNCAK BORNEO,18,Serembu,21,Gumbang,376
198/18/22,198,PUNCAK BORNEO,18,Serembu,22,Padang Pan,205
198/18/23,198,PUNCAK BORNEO,18,Serembu,23,Puak Krokong,153
198/19/01,198,PUNCAK BORNEO,19,Mambong,01,Mambong,553
198/19/02,198,PUNCAK BORNEO,19,Mambong,02,Siburan,4518
198/19/03,198,PUNCAK BORNEO,19,Mambong,03,Braang,440
198/19/04,198,PUNCAK BORNEO,19,Mambong,04,Duras,358
198/19/05,198,PUNCAK BORNEO,19,Mambong,05,Pulasar,966
198/19/06,198,PUNCAK BORNEO,19,Mambong,06,Nyiru,0325
198/19/07,198,PUNCAK BORNEO,19,Mambong,07,Giam,319
198/19/08,198,PUNCAK BORNEO,19,Mambong,08,Sikog,499
198/19/09,198,PUNCAK BORNEO,19,Mambong,09,Staang,156
198/19/10,198,PUNCAK BORNEO,19,Mambong,10,Petag,237
198/19/11,198,PUNCAK BORNEO,19,Mambong,11,Bayor,151
198/19/12,198,PUNCAK BORNEO,19,Mambong,12,Jambu,333
198/19/13,198,PUNCAK BORNEO,19,Mambong,13,Semban,0225
198/19/14,198,PUNCAK BORNEO,19,Mambong,14,Tebia,295
198/19/15,198,PUNCAK BORNEO,19,Mambong,15,Danu,237
198/19/16,198,PUNCAK BORNEO,19,Mambong,16,Temurang,178
198/19/17,198,PUNCAK BORNEO,19,Mambong,17,Bengoh,334
198/19/18,198,PUNCAK BORNEO,19,Mambong,18,Gerung,382
198/19/19,198,PUNCAK BORNEO,19,Mambong,19,Semadang,295
198/19/20,198,PUNCAK BORNEO,19,Mambong,20,Karu,387
198/19/21,198,PUNCAK BORNEO,19,Mambong,21,Masaan,791
198/19/22,198,PUNCAK BORNEO,19,Mambong,22,Seratau,01388
198/19/23,198,PUNCAK BORNEO,19,Mambong,23,Punau,650
198/19/24,198,PUNCAK BORNEO,19,Mambong,24,Bunuk,1135
198/19/25,198,PUNCAK BORNEO,19,Mambong,25,Tijirak,723
198/19/26,198,PUNCAK BORNEO,19,Mambong,26,Batu Gong,231
198/19/27,198,PUNCAK BORNEO,19,Mambong,27,Petung,530
198/19/28,198,PUNCAK BORNEO,19,Mambong,28,Tabuan Rabak,167
198/20/01,198,PUNCAK BORNEO,20,Tarat,01,Simpuk,810
198/20/02,198,PUNCAK BORNEO,20,Tarat,02,Sekuduk,486
198/20/03,198,PUNCAK BORNEO,20,Tarat,03,Anah Rais,356
198/20/04,198,PUNCAK BORNEO,20,Tarat,04,Panchor,374
198/20/05,198,PUNCAK BORNEO,20,Tarat,05,Pekan Tarat,454
198/20/06,198,PUNCAK BORNEO,20,Tarat,06,Baki,0786
198/20/07,198,PUNCAK BORNEO,20,Tarat,07,Ampungan,598
198/20/08,198,PUNCAK BORNEO,20,Tarat,08,Tapah,1913
198/20/09,198,PUNCAK BORNEO,20,Tarat,09,Mundai,353
198/20/10,198,PUNCAK BORNEO,20,Tarat,10,Beratok,1384
198/20/11,198,PUNCAK BORNEO,20,Tarat,11,Pesang,508
198/20/12,198,PUNCAK BORNEO,20,Tarat,12,Gayu,419
198/20/13,198,PUNCAK BORNEO,20,Tarat,13,Sarig,166
198/20/14,198,PUNCAK BORNEO,20,Tarat,14,Sira,382
198/20/15,198,PUNCAK BORNEO,20,Tarat,15,Teng Bukap,0250
198/20/16,198,PUNCAK BORNEO,20,Tarat,16,Subang,258
198/20/17,198,PUNCAK BORNEO,20,Tarat,17,Stabut,243
198/20/18,198,PUNCAK BORNEO,20,Tarat,18,Peraya,299
198/20/19,198,PUNCAK BORNEO,20,Tarat,19,Maang,395
198/20/20,198,PUNCAK BORNEO,20,Tarat,20,Merakep,238
198/20/21,198,PUNCAK BORNEO,20,Tarat,21,Bisira,162
198/20/22,198,PUNCAK BORNEO,20,Tarat,22,Dunuk,0205
198/20/23,198,PUNCAK BORNEO,20,Tarat,23,Semaru,174
198/20/24,198,PUNCAK BORNEO,20,Tarat,24,Belimbing,252
198/20/25,198,PUNCAK BORNEO,20,Tarat,25,Sepit,325
198/20/26,198,PUNCAK BORNEO,20,Tarat,26,Kiding,216
198/20/27,198,PUNCAK BORNEO,20,Tarat,27,Simuti,216
198/20/28,198,PUNCAK BORNEO,20,Tarat,28,Maras,126
198/20/29,198,PUNCAK BORNEO,20,Tarat,29,Sadir,0199
198/20/30,198,PUNCAK BORNEO,20,Tarat,30,Pengkalan Ampat,197
198/20/31,198,PUNCAK BORNEO,20,Tarat,31,Retoh,308
198/20/32,198,PUNCAK BORNEO,20,Tarat,32,Sungai Barie,565
198/20/33,198,PUNCAK BORNEO,20,Tarat,33,Tarat Baru,756
198/20/34,198,PUNCAK BORNEO,20,Tarat,34,Munggu Lalang,631
198/20/35,198,PUNCAK BORNEO,20,Tarat,35,Rayang,805
