FULL_CODE,PAR_CODE,PAR_NAME,DUN_CODE,DUN_NAME,DM_CODE,DM_NAME,POPULATION
210/50/01,210,KANOWIT,50,Machan,01,Lukut,697
210/50/02,210,KANOWIT,50,Machan,02,Kanowit,2603
210/50/03,210,KANOWIT,50,Machan,03,Majau,2012
210/50/04,210,KANOWIT,50,Machan,04,Peranan,758
210/50/05,210,KANOWIT,50,Machan,05,Poi,720
210/50/06,210,KANOWIT,50,Machan,06,Bukong,1618
210/50/07,210,KANOWIT,50,Machan,07,Latong,2524
211/51/01,211,LANANG,51,Bukit Assek,01,Tiong Hua,3382
211/51/02,211,LANANG,51,Bukit Assek,02,Tong Sang,02832
211/51/03,211,LANANG,51,Bukit Assek,03,Keladi,2923
211/51/04,211,LANANG,51,Bukit Assek,04,Kapor Lima,2069
211/51/05,211,LANANG,51,Bukit Assek,05,Lembangan,736
211/51/06,211,LANANG,51,Bukit Assek,06,Uk Daik,3622
211/51/07,211,LANANG,51,Bukit Assek,07,Hardin,2571
211/51/08,211,LANANG,51,Bukit Assek,08,Lai Chee,1560
211/51/09,211,LANANG,51,Bukit Assek,09,Merlin,01104
211/51/10,211,LANANG,51,Bukit Assek,10,Hua Kiew,2754
211/51/11,211,LANANG,51,Bukit Assek,11,Hin Yu,2996
211/51/12,211,LANANG,51,Bukit Assek,12,Layang-layang,1243
211/51/13,211,LANANG,51,Bukit Assek,13,Manggis,540
211/51/14,211,LANANG,51,Bukit Assek,14,Maling,576
211/52/01,211,LANANG,52,Dudong,01,Assan,2595
211/52/02,211,LANANG,52,Dudong,02,Naman,1309
211/52/03,211,LANANG,52,Dudong,03,Pak,2382
211/52/04,211,LANANG,52,Dudong,04,Dudong,1396
211/52/05,211,LANANG,52,Dudong,05,Salim,4598
211/52/06,211,LANANG,52,Dudong,06,Lanang,2172
211/52/07,211,LANANG,52,Dudong,07,Aik Dee,2833
211/52/08,211,LANANG,52,Dudong,08,Menyan,01666
211/52/09,211,LANANG,52,Dudong,09,Sibu Jaya,3547
211/52/10,211,LANANG,52,Dudong,10,Lada,2718
211/52/11,211,LANANG,52,Dudong,11,Usaha Jaya,746
211/52/12,211,LANANG,52,Dudong,12,Mantis,2607
212/53/01,212,SIBU,53,Bawang Assan,01,Rassau,3077
212/53/02,212,SIBU,53,Bawang Assan,02,Penasu,02494
212/53/03,212,SIBU,53,Bawang Assan,03,Bawang Assan,2161
212/53/04,212,SIBU,53,Bawang Assan,04,Kunyit,360
212/53/05,212,SIBU,53,Bawang Assan,05,Ma’aw,843
212/53/06,212,SIBU,53,Bawang Assan,06,Selalo,272
212/53/07,212,SIBU,53,Bawang Assan,07,Dassan,1173
212/53/08,212,SIBU,53,Bawang Assan,08,Ensurai,183
212/53/09,212,SIBU,53,Bawang Assan,09,Lan,0638
212/53/10,212,SIBU,53,Bawang Assan,10,Engkilo,1937
212/53/11,212,SIBU,53,Bawang Assan,11,Lower Island,2097
212/53/12,212,SIBU,53,Bawang Assan,12,Upper Island,1990
212/53/13,212,SIBU,53,Bawang Assan,13,Tanah Mas,420
212/54/01,212,SIBU,54,Pelawan,01,Rajang Park,3859
212/54/02,212,SIBU,54,Pelawan,02,Pelawan,3264
212/54/03,212,SIBU,54,Pelawan,03,Sungai Merah,3546
212/54/04,212,SIBU,54,Pelawan,04,Disa,804
212/54/05,212,SIBU,54,Pelawan,05,Sungai Antu,1597
212/54/06,212,SIBU,54,Pelawan,06,Gambir,5440
212/54/07,212,SIBU,54,Pelawan,07,Camar,1262
212/54/08,212,SIBU,54,Pelawan,08,Merdeka,3400
212/54/09,212,SIBU,54,Pelawan,09,Oya Lane,03102
212/54/10,212,SIBU,54,Pelawan,10,Indah,2230
212/54/11,212,SIBU,54,Pelawan,11,Nibong,2884
212/55/01,212,SIBU,55,Nangka,01,Bandong,419
212/55/02,212,SIBU,55,Nangka,02,Bahagia Jaya,1402
212/55/03,212,SIBU,55,Nangka,03,Datu Nyabor,01614
212/55/04,212,SIBU,55,Nangka,04,Ilir Nangka,4530
212/55/05,212,SIBU,55,Nangka,05,Teku,1107
212/55/06,212,SIBU,55,Nangka,06,Seduan,3912
212/55/07,212,SIBU,55,Nangka,07,Tanggi,2678
212/55/08,212,SIBU,55,Nangka,08,Race Course,1680
213/56/01,213,MUKAH,56,Dalat,01,Tanam,1020
213/56/02,213,MUKAH,56,Dalat,02,Dalat,0973
213/56/03,213,MUKAH,56,Dalat,03,Kut,262
213/56/04,213,MUKAH,56,Dalat,04,Baoh,455
213/56/05,213,MUKAH,56,Dalat,05,Balan,441
213/56/06,213,MUKAH,56,Dalat,06,Ud,1551
213/56/07,213,MUKAH,56,Dalat,07,Baru Dalat,395
213/56/08,213,MUKAH,56,Dalat,08,Sungai Dalam,302
213/56/09,213,MUKAH,56,Dalat,09,Klid,0176
213/56/10,213,MUKAH,56,Dalat,10,Kekan,628
213/56/11,213,MUKAH,56,Dalat,11,Medong,1479
213/56/12,213,MUKAH,56,Dalat,12,Kut Muara,739
213/56/13,213,MUKAH,56,Dalat,13,Narub,115
213/57/01,213,MUKAH,57,Tellian,01,Penat,284
213/57/02,213,MUKAH,57,Tellian,02,Sebakong,412
213/57/03,213,MUKAH,57,Tellian,03,Oya,1468
213/57/04,213,MUKAH,57,Tellian,04,Terus,539
213/57/05,213,MUKAH,57,Tellian,05,Teh Oya,340
213/57/06,213,MUKAH,57,Tellian,06,Senau,557
213/57/07,213,MUKAH,57,Tellian,07,Ulu Baoh,496
213/57/08,213,MUKAH,57,Tellian,08,Dijih,419
213/57/09,213,MUKAH,57,Tellian,09,Ulu Sikat,0177
213/57/10,213,MUKAH,57,Tellian,10,Nanga Sikat,421
213/57/11,213,MUKAH,57,Tellian,11,Engkerbai,152
213/57/12,213,MUKAH,57,Tellian,12,Petanak Mukah,962
213/57/13,213,MUKAH,57,Tellian,13,Tellian,1150
213/57/14,213,MUKAH,57,Tellian,14,Judan,390
213/57/15,213,MUKAH,57,Tellian,15,Kuala Lama,1198
213/57/16,213,MUKAH,57,Tellian,16,Tellian Laut,0893
213/58/01,213,MUKAH,58,Balingian,01,Mukah,881
213/58/02,213,MUKAH,58,Balingian,02,Litong,1059
213/58/03,213,MUKAH,58,Balingian,03,Penakop,394
213/58/04,213,MUKAH,58,Balingian,04,Temesu,233
213/58/05,213,MUKAH,58,Balingian,05,Balingian,0442
213/58/06,213,MUKAH,58,Balingian,06,Penakop Permai,408
213/58/07,213,MUKAH,58,Balingian,07,Tutus,461
213/58/08,213,MUKAH,58,Balingian,08,Jebungan,572
213/58/09,213,MUKAH,58,Balingian,09,Kenyana,152
213/58/10,213,MUKAH,58,Balingian,10,Sesok,1034
213/58/11,213,MUKAH,58,Balingian,11,Ulu Bedengan,272
213/58/12,213,MUKAH,58,Balingian,12,Bedengan,401
213/58/13,213,MUKAH,58,Balingian,13,Penipah,340
213/58/14,213,MUKAH,58,Balingian,14,Kuala Balingian,0888
213/58/15,213,MUKAH,58,Balingian,15,Suyong,856
213/58/16,213,MUKAH,58,Balingian,16,Liok,380
214/59/01,214,SELANGAU,59,Tamin,01,Siong,1823
214/59/02,214,SELANGAU,59,Tamin,02,Tamin,01855
214/59/03,214,SELANGAU,59,Tamin,03,Sekuau,3475
214/59/04,214,SELANGAU,59,Tamin,04,Selangau,4426
214/59/05,214,SELANGAU,59,Tamin,05,Lemai,2890
214/60/01,214,SELANGAU,60,Kakus,01,Bawan,1451
214/60/02,214,SELANGAU,60,Kakus,02,Arip,01930
214/60/03,214,SELANGAU,60,Kakus,03,Tatau-Buan,861
214/60/04,214,SELANGAU,60,Kakus,04,Kakus,513
214/60/05,214,SELANGAU,60,Kakus,05,Anap,201
214/60/06,214,SELANGAU,60,Kakus,06,Tatau,1178
214/60/07,214,SELANGAU,60,Kakus,07,Lubok Kumpai,349
214/60/08,214,SELANGAU,60,Kakus,08,Bekiran,169
214/60/09,214,SELANGAU,60,Kakus,09,Tekalit,395
214/60/10,214,SELANGAU,60,Kakus,10,Rungan,398
214/60/11,214,SELANGAU,60,Kakus,11,Giri,81
214/60/12,214,SELANGAU,60,Kakus,12,Kelebu,173
214/60/13,214,SELANGAU,60,Kakus,13,Entajum,250
214/60/14,214,SELANGAU,60,Kakus,14,Ulu Sangan,286
214/60/15,214,SELANGAU,60,Kakus,15,Sangan,518
214/60/16,214,SELANGAU,60,Kakus,16,Penyarai,310
214/60/17,214,SELANGAU,60,Kakus,17,Kulau Belungai,0326
214/60/18,214,SELANGAU,60,Kakus,18,Muput,262
214/60/19,214,SELANGAU,60,Kakus,19,Pasir Nangka,289
214/60/20,214,SELANGAU,60,Kakus,20,Nanga Empang,59
214/60/21,214,SELANGAU,60,Kakus,21,Kana,377
214/60/22,214,SELANGAU,60,Kakus,22,Setusor,166
214/60/23,214,SELANGAU,60,Kakus,23,Tau,364
214/60/24,214,SELANGAU,60,Kakus,24,Takan,0167
214/60/25,214,SELANGAU,60,Kakus,25,Annau,1529
215/61/01,215,KAPIT,61,Pelagus,01,Pelagus,2059
215/61/02,215,KAPIT,61,Pelagus,02,Sungai Amang,0638
215/61/03,215,KAPIT,61,Pelagus,03,Sungai Kapit,899
215/61/04,215,KAPIT,61,Pelagus,04,Nanga Peraran,777
215/61/05,215,KAPIT,61,Pelagus,05,Sut,3365
215/61/06,215,KAPIT,61,Pelagus,06,Gaat,656
215/62/01,215,KAPIT,62,Katibas,01,Manap,1346
215/62/02,215,KAPIT,62,Katibas,02,Temelat,1984
215/62/03,215,KAPIT,62,Katibas,03,Song,1103
215/62/04,215,KAPIT,62,Katibas,04,Katibas,1763
215/62/05,215,KAPIT,62,Katibas,05,Tapang,961
215/62/06,215,KAPIT,62,Katibas,06,Bangkit,1458
215/62/07,215,KAPIT,62,Katibas,07,Tekalit,986
215/63/01,215,KAPIT,63,Selirik,01,Kapit,2053
215/63/02,215,KAPIT,63,Selirik,02,Menuan,1168
215/63/03,215,KAPIT,63,Selirik,03,Ibau,2748
215/63/04,215,KAPIT,63,Selirik,04,Kampung Baru,1223
215/63/05,215,KAPIT,63,Selirik,05,Selirik,2295
215/63/06,215,KAPIT,63,Selirik,06,Sibau,364
215/63/07,215,KAPIT,63,Selirik,07,Entangai,0709
216/64/01,216,HULU RAJANG,64,Baleh,01,Mujong,2827
216/64/02,216,HULU RAJANG,64,Baleh,02,Melinau,01912
216/64/03,216,HULU RAJANG,64,Baleh,03,Baleh,2257
216/64/04,216,HULU RAJANG,64,Baleh,04,Merirai,1775
216/65/01,216,HULU RAJANG,65,Belaga,01,Data Kakus,674
216/65/02,216,HULU RAJANG,65,Belaga,02,Merit,2218
216/65/03,216,HULU RAJANG,65,Belaga,03,Ba,01595
216/65/04,216,HULU RAJANG,65,Belaga,04,Belaga,1948
216/65/05,216,HULU RAJANG,65,Belaga,05,Long Busang,252
216/65/06,216,HULU RAJANG,65,Belaga,06,Long Bangan,181
216/65/07,216,HULU RAJANG,65,Belaga,07,Long Semutut,350
216/66/01,216,HULU RAJANG,66,Murum,01,Long Murum,612
216/66/02,216,HULU RAJANG,66,Murum,02,Asap,4454
216/66/03,216,HULU RAJANG,66,Murum,03,Tubau,2582
217/67/01,217,BINTULU,67,Jepak,01,Kuala Tatau,1430
217/67/02,217,BINTULU,67,Jepak,02,Sri Dagang,02142
217/67/03,217,BINTULU,67,Jepak,03,Jepak,4572
217/67/04,217,BINTULU,67,Jepak,04,Segan,1138
217/67/05,217,BINTULU,67,Jepak,05,Sungai Nyigu,1808
217/67/06,217,BINTULU,67,Jepak,06,RPR Sebiew,1783
217/68/01,217,BINTULU,68,Tanjong Batu,01,Bintulu Town,3035
217/68/02,217,BINTULU,68,Tanjong Batu,02,Bukit Orang,3287
217/68/03,217,BINTULU,68,Tanjong Batu,03,Tanjung Batu,4362
217/68/04,217,BINTULU,68,Tanjong Batu,04,Li Hua,7570
217/68/05,217,BINTULU,68,Tanjong Batu,05,Desa Damai,973
217/68/06,217,BINTULU,68,Tanjong Batu,06,Batu Lima,62
217/69/01,217,BINTULU,69,Kemena,01,Sebauh,1835
217/69/02,217,BINTULU,69,Kemena,02,Labang,1916
217/69/03,217,BINTULU,69,Kemena,03,Hulu Suai,1219
217/69/04,217,BINTULU,69,Kemena,04,Sekaloh,1423
217/69/05,217,BINTULU,69,Kemena,05,Sungai Sebauh,1545
217/69/06,217,BINTULU,69,Kemena,06,Sebungan,1454
217/69/07,217,BINTULU,69,Kemena,07,Pandan,1710
217/69/08,217,BINTULU,69,Kemena,08,Goyang,0688
217/69/09,217,BINTULU,69,Kemena,09,Subis Satu,1008
217/70/01,217,BINTULU,70,Samalaju,01,Sibiew Similajau,3791
217/70/02,217,BINTULU,70,Samalaju,02,Tanjung Kidurong,1135
217/70/03,217,BINTULU,70,Samalaju,03,Suai,1914
217/70/04,217,BINTULU,70,Samalaju,04,Melor,01364
217/70/05,217,BINTULU,70,Samalaju,05,Mawar,2327
217/70/06,217,BINTULU,70,Samalaju,06,RPR Kidurong,1650
217/70/07,217,BINTULU,70,Samalaju,07,LKTS Suai,746
218/71/01,218,SIBUTI,71,Bekenu,01,Batu Niah,1281
218/71/02,218,SIBUTI,71,Bekenu,02,Niah,02004
218/71/03,218,SIBUTI,71,Bekenu,03,Saeh,1667
218/71/04,218,SIBUTI,71,Bekenu,04,Kelulit,751
218/71/05,218,SIBUTI,71,Bekenu,05,Tiris,971
218/71/06,218,SIBUTI,71,Bekenu,06,Bungai,1340
218/71/07,218,SIBUTI,71,Bekenu,07,Bekanu,1565
218/71/08,218,SIBUTI,71,Bekenu,08,Bakas,2405
218/71/09,218,SIBUTI,71,Bekenu,09,Hulu Sibuti,0254
218/72/01,218,SIBUTI,72,Lambir,01,Peninjau,2468
218/72/02,218,SIBUTI,72,Lambir,02,Satap,1566
218/72/03,218,SIBUTI,72,Lambir,03,Bakam,2535
218/72/04,218,SIBUTI,72,Lambir,04,Lambir,3319
218/72/05,218,SIBUTI,72,Lambir,05,Airport,6385
218/72/06,218,SIBUTI,72,Lambir,06,Tukau,123
218/72/07,218,SIBUTI,72,Lambir,07,RAMD,729
219/73/01,219,MIRI,73,Piasau,01,Kubu,460
219/73/02,219,MIRI,73,Piasau,02,Bazaar,05096
219/73/03,219,MIRI,73,Piasau,03,Merbau,2258
219/73/04,219,MIRI,73,Piasau,04,Merpati,306
219/73/05,219,MIRI,73,Piasau,05,Permaisuri,2394
219/73/06,219,MIRI,73,Piasau,06,Bintang,1401
219/73/07,219,MIRI,73,Piasau,07,Lutong,5127
219/73/08,219,MIRI,73,Piasau,08,Tanjong,1440
219/73/09,219,MIRI,73,Piasau,09,Luak,02861
219/74/01,219,MIRI,74,Pujut,01,Pujut,17605
219/74/02,219,MIRI,74,Pujut,02,Krokop,8927
219/75/01,219,MIRI,75,Senadin,01,Kuala Baram,16303
219/75/02,219,MIRI,75,Senadin,02,Lopeng,3719
219/75/03,219,MIRI,75,Senadin,03,Riam,6235
220/76/01,220,BARAM,76,Marudi,01,Nabor,1902
220/76/02,220,BARAM,76,Marudi,02,Pengalayan,01716
220/76/03,220,BARAM,76,Marudi,03,Marudi,2875
220/76/04,220,BARAM,76,Marudi,04,Beluru,2641
220/76/05,220,BARAM,76,Marudi,05,Teruking,1969
220/76/06,220,BARAM,76,Marudi,06,Long Teru,1370
220/76/07,220,BARAM,76,Marudi,07,Lubok Nibong,533
220/76/08,220,BARAM,76,Marudi,08,Jegan,1612
220/76/09,220,BARAM,76,Marudi,09,Puyut,02110
220/77/01,220,BARAM,77,Telang Usan,01,Long Miri,1163
220/77/02,220,BARAM,77,Telang Usan,02,Pana,1123
220/77/03,220,BARAM,77,Telang Usan,03,Akahpatah,1126
220/77/04,220,BARAM,77,Telang Usan,04,San,1142
220/77/05,220,BARAM,77,Telang Usan,05,Liomatu,2137
220/78/01,220,BARAM,78,Long Lama,01,Tutoh,1460
220/78/02,220,BARAM,78,Long Lama,02,Long Lama,2393
220/78/03,220,BARAM,78,Long Lama,03,Apoh,2396
220/78/04,220,BARAM,78,Long Lama,04,Long Peluan,483
220/78/05,220,BARAM,78,Long Lama,05,Bario,625
220/78/06,220,BARAM,78,Long Lama,06,Pa’lungan,0199
220/78/07,220,BARAM,78,Long Lama,07,Dano,150
220/78/08,220,BARAM,78,Long Lama,08,Remudu,122
220/78/09,220,BARAM,78,Long Lama,09,Lellang,229
221/79/01,221,LIMBANG,79,Bukit Kota,01,Ranggau,285
221/79/02,221,LIMBANG,79,Bukit Kota,02,Sebukang,02396
221/79/03,221,LIMBANG,79,Bukit Kota,03,Tabahan,1620
221/79/04,221,LIMBANG,79,Bukit Kota,04,Bangkita,1798
221/79/05,221,LIMBANG,79,Bukit Kota,05,Limbang,2361
221/79/06,221,LIMBANG,79,Bukit Kota,06,Poyan,1624
221/79/07,221,LIMBANG,79,Bukit Kota,07,Bukit Kota,1261
221/79/08,221,LIMBANG,79,Bukit Kota,08,Pendam,892
221/79/09,221,LIMBANG,79,Bukit Kota,09,Telahak,01221
221/79/10,221,LIMBANG,79,Bukit Kota,10,Berawan,2858
221/80/01,221,LIMBANG,80,Batu Danau,01,Danau,2168
221/80/02,221,LIMBANG,80,Batu Danau,02,Lubai,1832
221/80/03,221,LIMBANG,80,Batu Danau,03,Ukong,1745
221/80/04,221,LIMBANG,80,Batu Danau,04,Medihit,1103
221/80/05,221,LIMBANG,80,Batu Danau,05,Medamit,1813
222/81/01,222,LAWAS,81,Ba’kelalan,01,Semadoh,674
222/81/02,222,LAWAS,81,Ba’kelalan,02,Beriwan,0274
222/81/03,222,LAWAS,81,Ba’kelalan,03,Maligan,558
222/81/04,222,LAWAS,81,Ba’kelalan,04,Trusan,325
222/81/05,222,LAWAS,81,Ba’kelalan,05,Sukang,494
222/81/06,222,LAWAS,81,Ba’kelalan,06,Lupeng,217
222/81/07,222,LAWAS,81,Ba’kelalan,07,Ba’kelalan,569
222/81/08,222,LAWAS,81,Ba’kelalan,08,Temarop,219
222/81/09,222,LAWAS,81,Ba’kelalan,09,Suang,0391
222/81/10,222,LAWAS,81,Ba’kelalan,10,Talis,261
222/81/11,222,LAWAS,81,Ba’kelalan,11,Lapadan,210
222/81/12,222,LAWAS,81,Ba’kelalan,12,Tengoa,232
222/81/13,222,LAWAS,81,Ba’kelalan,13,Tuma,994
222/81/14,222,LAWAS,81,Ba’kelalan,14,Pengaleh,239
222/81/15,222,LAWAS,81,Ba’kelalan,15,Siang,433
222/81/16,222,LAWAS,81,Ba’kelalan,16,Pangi,272
222/81/17,222,LAWAS,81,Ba’kelalan,17,Batu Tiga,115
222/81/18,222,LAWAS,81,Ba’kelalan,18,Lampaki,176
222/81/19,222,LAWAS,81,Ba’kelalan,19,Muncu,209
222/81/20,222,LAWAS,81,Ba’kelalan,20,Ranchangan,225
222/82/01,222,LAWAS,82,Bukit Sari,01,Sundar,113
222/82/02,222,LAWAS,82,Bukit Sari,02,Bukit Sari,324
222/82/03,222,LAWAS,82,Bukit Sari,03,Merapok,604
222/82/04,222,LAWAS,82,Bukit Sari,04,Lawas,1827
222/82/05,222,LAWAS,82,Bukit Sari,05,Gelapas,506
222/82/06,222,LAWAS,82,Bukit Sari,06,Awat,605
222/82/07,222,LAWAS,82,Bukit Sari,07,Baru,363
222/82/08,222,LAWAS,82,Bukit Sari,08,Luagan,0152
222/82/09,222,LAWAS,82,Bukit Sari,09,Aru,479
222/82/10,222,LAWAS,82,Bukit Sari,10,Pagar,492
222/82/11,222,LAWAS,82,Bukit Sari,11,Katong,498
222/82/12,222,LAWAS,82,Bukit Sari,12,Pemukat,205
222/82/13,222,LAWAS,82,Bukit Sari,13,Dato,551
222/82/14,222,LAWAS,82,Bukit Sari,14,Belipat,441
222/82/15,222,LAWAS,82,Bukit Sari,15,Sualai,0340
222/82/16,222,LAWAS,82,Bukit Sari,16,Punang,757
222/82/17,222,LAWAS,82,Bukit Sari,17,Sibagol,396
222/82/18,222,LAWAS,82,Bukit Sari,18,Melusok,793
222/82/19,222,LAWAS,82,Bukit Sari,19,Temangis,543
222/82/20,222,LAWAS,82,Bukit Sari,20,Mission,149
222/82/21,222,LAWAS,82,Bukit Sari,21,Ladang Baru,665
222/82/22,222,LAWAS,82,Bukit Sari,22,Silat,248
